data,id_produto,quantidade_vendida,preco_unitario,regiao
2024-10-27,P013,1,396.56,Centro-Oeste
2024-10-27,P015,6,458.51,Sul
2024-10-27,P009,12,509.04,Nordeste
2024-10-27,P011,17,334.04,Sudeste
2024-10-27,P009,17,267.84,Sul
2024-10-27,P009,15,595.78,Norte
2024-10-27,P020,15,583.07,Centro-Oeste
2024-10-27,P005,19,522.45,Sudeste
2024-10-27,P012,19,294.31,Nordeste
2024-10-27,P017,9,43.99,Nordeste
2024-10-27,P014,13,163.32,Centro-Oeste
2024-10-27,P011,8,365.88,Sudeste
2024-10-27,P010,1,785.71,Norte
2024-10-27,P004,20,440.82,Nordeste
2024-11-03,P001,4,317.2,Norte
2024-11-03,P009,18,647.46,Nordeste
2024-11-03,P007,13,288.95,Sudeste
2024-11-03,P008,6,127.13,Sudeste
2024-11-03,P005,7,187.94,Nordeste
2024-11-03,P012,9,170.07,Norte
2024-11-03,P008,5,329.44,Norte
2024-11-03,P018,8,300.43,Norte
2024-11-03,P007,16,69.47,Nordeste
2024-11-03,P011,19,443.88,Sudeste
2024-11-03,P005,16,542.62,Sul
2024-11-03,P012,4,712.82,Sul
2024-11-03,P002,11,666.28,Sudeste
2024-11-03,P010,17,648.22,Nordeste
2024-11-03,P009,13,736.51,Norte
2024-11-03,P006,19,73.68,Centro-Oeste
2024-11-03,P006,6,567.21,Centro-Oeste
2024-11-03,P007,7,700.1,Sudeste
2024-11-03,P007,11,323.49,Sul
2024-11-03,P010,4,640.24,Nordeste
2024-11-03,P001,16,357.13,Centro-Oeste
2024-11-03,P013,8,760.61,Centro-Oeste
2024-11-03,P005,11,774.5,Nordeste
2024-11-03,P020,19,276.21,Sudeste
2024-11-03,P015,10,763.74,Norte
2024-11-03,P015,15,457.75,Norte
2024-11-03,P017,1,538.07,Sul
2024-11-03,P018,2,673.57,Centro-Oeste
2024-11-03,P006,1,751.64,Norte
2024-11-03,P001,14,602.78,Sudeste
2024-11-10,P013,10,213.56,Sul
2024-11-10,P003,17,258.17,Sudeste
2024-11-10,P007,4,100.91,Nordeste
2024-11-10,P017,5,436.1,Sul
2024-11-10,P014,17,559.59,Sul
2024-11-10,P004,17,96.46,Norte
2024-11-10,P001,20,319.89,Nordeste
2024-11-10,P006,6,398.37,Nordeste
2024-11-10,P018,8,407.68,Sudeste
2024-11-10,P015,12,150.41,Norte
2024-11-10,P003,3,228.39,Norte
2024-11-10,P016,4,384.05,Nordeste
2024-11-10,P006,12,616.29,Sul
2024-11-10,P001,14,496.69,Centro-Oeste
2024-11-10,P020,4,245.8,Nordeste
2024-11-10,P017,20,778.67,Nordeste
2024-11-10,P003,8,195.95,Sudeste
2024-11-10,P016,18,543.46,Centro-Oeste
2024-11-10,P010,12,428.61,Norte
2024-11-10,P020,13,361.41,Norte
2024-11-10,P001,2,540.74,Centro-Oeste
2024-11-10,P019,4,524.96,Sudeste
2024-11-10,P001,7,754.23,Norte
2024-11-10,P011,15,739.66,Centro-Oeste
2024-11-10,P011,14,331.24,Sudeste
2024-11-10,P008,16,629.56,Nordeste
2024-11-10,P003,9,513.58,Sudeste
2024-11-10,P005,20,444.59,Nordeste
2024-11-10,P007,11,624.44,Nordeste
2024-11-10,P004,15,646.89,Norte
2024-11-17,P005,9,409.19,Centro-Oeste
2024-11-17,P005,18,546.73,Sul
2024-11-17,P020,18,174.61,Sudeste
2024-11-17,P001,8,170.22,Norte
2024-11-17,P014,6,256.14,Sudeste
2024-11-17,P009,12,708.07,Nordeste
2024-11-17,P002,18,86.71,Centro-Oeste
2024-11-17,P003,9,168.25,Sudeste
2024-11-17,P008,9,640.18,Sudeste
2024-11-17,P017,11,560.76,Sul
2024-11-17,P011,16,654.71,Centro-Oeste
2024-11-17,P018,11,272.81,Nordeste
2024-11-17,P002,5,457.64,Nordeste
2024-11-17,P014,20,57.68,Sudeste
2024-11-17,P008,5,622.71,Sul
2024-11-17,P019,18,355.25,Centro-Oeste
2024-11-17,P002,3,612.02,Sudeste
2024-11-17,P013,11,780.41,Sudeste
2024-11-17,P006,16,718.19,Sudeste
2024-11-17,P009,20,130.34,Nordeste
2024-11-17,P008,13,620.83,Nordeste
2024-11-17,P017,17,407.9,Sul
2024-11-17,P018,5,759.45,Sudeste
2024-11-17,P014,3,355.87,Norte
2024-11-17,P016,5,259.1,Nordeste
2024-11-17,P004,11,214.79,Sudeste
2024-11-17,P002,16,417.37,Sul
2024-11-17,P019,9,774.89,Sul
2024-11-17,P018,5,93.34,Nordeste
2024-11-17,P015,10,86.13,Sudeste
2024-11-24,P011,5,383.36,Norte
2024-11-24,P005,19,518.98,Sul
2024-11-24,P007,5,153.89,Nordeste
2024-11-24,P009,13,724.41,Norte
2024-11-24,P016,17,413.11,Nordeste
2024-11-24,P006,8,244.85,Sudeste
2024-11-24,P013,1,230.65,Norte
2024-11-24,P006,4,793.35,Nordeste
2024-11-24,P001,3,245.5,Norte
2024-11-24,P006,13,695.3,Sudeste
2024-11-24,P015,4,94.39,Sudeste
2024-11-24,P014,17,430.07,Norte
2024-11-24,P014,7,765.18,Sudeste
2024-11-24,P013,18,239.54,Nordeste
2024-11-24,P018,20,577.2,Norte
2024-11-24,P005,5,533.6,Norte
2024-11-24,P001,9,261.89,Nordeste
2024-11-24,P009,5,618.87,Norte
2024-11-24,P007,11,226.0,Sul
2024-11-24,P010,9,672.17,Sul
2024-11-24,P017,18,486.43,Nordeste
2024-11-24,P020,18,632.9,Centro-Oeste
2024-11-24,P006,15,535.78,Norte
2024-11-24,P001,9,31.32,Nordeste
2024-11-24,P011,14,617.38,Sudeste
2024-11-24,P019,20,661.47,Sul
2024-11-24,P003,1,80.81,Norte
2024-11-24,P006,11,686.78,Sudeste
2024-11-24,P003,9,650.33,Sul
2024-11-24,P012,19,737.93,Sul
2024-12-01,P002,6,500.84,Centro-Oeste
2024-12-01,P005,15,389.04,Centro-Oeste
2024-12-01,P015,7,495.83,Norte
2024-12-01,P018,18,333.42,Sudeste
2024-12-01,P010,2,553.03,Sul
2024-12-01,P016,16,774.23,Sul
2024-12-01,P008,10,169.53,Sul
2024-12-01,P007,9,284.32,Norte
2024-12-01,P012,20,266.2,Nordeste
2024-12-01,P016,6,244.84,Nordeste
2024-12-01,P013,20,337.45,Norte
2024-12-01,P011,11,390.36,Sul
2024-12-01,P015,1,386.23,Norte
2024-12-01,P017,5,466.42,Sul
2024-12-01,P010,2,504.88,Sudeste
2024-12-01,P007,10,501.17,Nordeste
2024-12-01,P001,3,584.91,Centro-Oeste
2024-12-01,P015,19,499.37,Centro-Oeste
2024-12-01,P013,15,403.63,Sudeste
2024-12-01,P012,13,744.09,Sudeste
2024-12-01,P010,20,316.82,Nordeste
2024-12-01,P013,5,685.27,Norte
2024-12-01,P020,9,643.08,Sul
2024-12-01,P001,8,701.61,Nordeste
2024-12-01,P015,13,173.01,Sul
2024-12-01,P017,19,692.23,Centro-Oeste
2024-12-01,P014,20,395.14,Centro-Oeste
2024-12-01,P001,9,656.37,Nordeste
2024-12-01,P007,17,248.17,Norte
2024-12-01,P008,5,133.47,Centro-Oeste
2024-12-08,P008,7,134.74,Norte
2024-12-08,P002,19,430.66,Nordeste
2024-12-08,P009,13,247.12,Norte
2024-12-08,P003,3,736.53,Norte
2024-12-08,P012,12,577.73,Nordeste
2024-12-08,P011,5,526.3,Sul
2024-12-08,P002,8,245.92,Sudeste
2024-12-08,P003,9,648.92,Nordeste
2024-12-08,P013,16,607.77,Sudeste
2024-12-08,P016,11,697.34,Sudeste
2024-12-08,P013,12,127.66,Norte
2024-12-08,P017,1,213.76,Sudeste
2024-12-08,P019,20,395.02,Norte
2024-12-08,P014,6,712.92,Norte
2024-12-08,P004,16,56.87,Sudeste
2024-12-08,P016,13,422.25,Centro-Oeste
2024-12-08,P020,18,371.22,Norte
2024-12-08,P017,1,218.43,Sul
2024-12-08,P003,12,741.86,Centro-Oeste
2024-12-08,P020,4,162.04,Sul
2024-12-08,P011,8,587.52,Nordeste
2024-12-08,P012,14,541.81,Nordeste
2024-12-08,P018,13,126.81,Nordeste
2024-12-08,P005,3,83.72,Sudeste
2024-12-08,P008,1,785.38,Sul
2024-12-08,P009,12,430.86,Sul
2024-12-08,P009,3,340.09,Nordeste
2024-12-08,P001,8,431.35,Nordeste
2024-12-08,P007,15,123.01,Nordeste
2024-12-08,P015,17,748.94,Norte
2024-12-15,P008,9,190.09,Sul
2024-12-15,P018,10,749.93,Centro-Oeste
2024-12-15,P019,1,256.49,Sul
2024-12-15,P005,18,303.8,Sudeste
2024-12-15,P009,5,320.08,Nordeste
2024-12-15,P005,4,389.94,Centro-Oeste
2024-12-15,P020,10,111.44,Sul
2024-12-15,P013,2,771.3,Centro-Oeste
2024-12-15,P018,17,606.27,Sul
2024-12-15,P017,15,656.92,Norte
2024-12-15,P016,1,430.18,Nordeste
2024-12-15,P001,20,337.76,Sudeste
2024-12-15,P007,12,85.67,Centro-Oeste
2024-12-15,P003,2,384.39,Nordeste
2024-12-15,P012,9,728.12,Norte
2024-12-15,P014,13,276.08,Norte
2024-12-15,P014,15,248.44,Centro-Oeste
2024-12-15,P002,13,156.48,Centro-Oeste
2024-12-15,P018,17,104.99,Centro-Oeste
2024-12-15,P019,19,476.79,Norte
2024-12-15,P017,12,445.31,Centro-Oeste
2024-12-15,P016,2,547.89,Nordeste
2024-12-15,P003,14,159.23,Sul
2024-12-15,P009,11,278.39,Sudeste
2024-12-15,P017,8,264.15,Sul
2024-12-15,P006,13,478.25,Nordeste
2024-12-15,P004,11,512.11,Centro-Oeste
2024-12-15,P012,1,590.25,Sudeste
2024-12-15,P002,9,390.65,Sudeste
2024-12-15,P001,4,335.71,Sudeste
2024-12-22,P020,7,504.89,Nordeste
2024-12-22,P007,2,394.64,Centro-Oeste
2024-12-22,P013,17,181.05,Sul
2024-12-22,P005,17,75.51,Sul
2024-12-22,P009,2,31.2,Nordeste
2024-12-22,P020,16,584.93,Centro-Oeste
2024-12-22,P012,17,253.52,Norte
2024-12-22,P014,3,633.94,Sudeste
2024-12-22,P012,13,60.89,Nordeste
2024-12-22,P019,12,484.03,Nordeste
2024-12-22,P020,7,70.09,Sudeste
2024-12-22,P004,8,772.16,Nordeste
2024-12-22,P007,5,670.95,Norte
2024-12-22,P012,3,110.76,Nordeste
2024-12-22,P012,10,96.38,Nordeste
2024-12-22,P015,1,252.83,Norte
2024-12-22,P018,8,444.49,Norte
2024-12-22,P008,19,38.62,Norte
2024-12-22,P011,14,569.06,Centro-Oeste
2024-12-22,P001,8,747.07,Sul
2024-12-22,P007,8,667.91,Nordeste
2024-12-22,P002,7,605.21,Nordeste
2024-12-22,P009,12,576.91,Sul
2024-12-22,P005,18,426.56,Sudeste
2024-12-22,P003,16,632.73,Norte
2024-12-22,P009,10,486.56,Nordeste
2024-12-22,P012,17,595.37,Nordeste
2024-12-22,P012,17,343.88,Nordeste
2024-12-22,P002,17,659.25,Sudeste
2024-12-22,P004,13,734.37,Norte
2024-12-29,P009,19,754.19,Centro-Oeste
2024-12-29,P002,16,673.8,Sul
2024-12-29,P003,16,276.33,Centro-Oeste
2024-12-29,P014,13,276.72,Centro-Oeste
2024-12-29,P015,19,153.38,Norte
2024-12-29,P018,9,94.52,Centro-Oeste
2024-12-29,P011,8,555.63,Nordeste
2024-12-29,P010,16,173.21,Centro-Oeste
2024-12-29,P015,12,615.46,Sul
2024-12-29,P010,8,609.96,Centro-Oeste
2024-12-29,P011,1,455.23,Centro-Oeste
2024-12-29,P008,2,115.59,Sul
2024-12-29,P012,9,284.76,Nordeste
2024-12-29,P017,20,791.96,Sul
2024-12-29,P002,13,269.38,Sudeste
2024-12-29,P002,18,142.98,Sul
2024-12-29,P012,2,679.84,Sul
2024-12-29,P008,20,144.78,Nordeste
2024-12-29,P011,4,145.81,Centro-Oeste
2024-12-29,P005,13,224.3,Nordeste
2024-12-29,P017,11,307.71,Nordeste
2024-12-29,P009,12,616.92,Nordeste
2024-12-29,P016,11,277.61,Centro-Oeste
2024-12-29,P001,6,166.63,Sudeste
2024-12-29,P003,8,209.47,Norte
2024-12-29,P005,12,428.29,Centro-Oeste
2024-12-29,P013,7,471.81,Nordeste
2024-12-29,P008,15,673.43,Sul
2024-12-29,P015,10,479.56,Sul
2024-12-29,P002,13,314.9,Sudeste
